date,ETA
1,173.41022642626547
2,58.91406694531089
3,88.4692272401172
4,115.78492142610985
5,235.59373491971084
6,95.01364178338403
7,48.975109128148056
8,54.77628571609014
9,61.16128166401872
10,129.21374734420584
11,254.50451589739458
12,51.88457948124492
